student_id,CCH_PRE_Q1,CCH_PRE_Q2,CCH_PRE_Q3,CCH_PRE_Q4,CCH_PRE_Q5,CCH_PRE_Q6,CCH_PRE_Q7,CCH_PRE_Q8,CCH_PRE_Q9,CCH_PRE_Q10,CCH_PRE_Q11,CCA_PRE_Q1,CCA_PRE_Q2,CCA_PRE_Q3,CCA_PRE_Q4,CCA_PRE_Q5,CCA_PRE_Q6,CCA_PRE_Q7,CCA_PRE_Q8,CCA_PRE_Q9,CCA_PRE_Q10,CCA_PRE_Q11,CCA_PRE_Q12,CCA_PRE_Q13,BI_PRE_Q1,BI_PRE_Q2,BI_PRE_Q3,BI_PRE_Q4,BI_PRE_Q5,BI_PRE_Q6,BI_PRE_Q7,BI_PRE_Q8,Hope_PRE_slider,Agency_PRE_slider,CCH_POST_Q1,CCH_POST_Q2,CCH_POST_Q3,CCH_POST_Q4,CCH_POST_Q5,CCH_POST_Q6,CCH_POST_Q7,CCH_POST_Q8,CCH_POST_Q9,CCH_POST_Q10,CCH_POST_Q11,CCA_POST_Q1,CCA_POST_Q2,CCA_POST_Q3,CCA_POST_Q4,CCA_POST_Q5,CCA_POST_Q6,CCA_POST_Q7,CCA_POST_Q8,CCA_POST_Q9,CCA_POST_Q10,CCA_POST_Q11,CCA_POST_Q12,CCA_POST_Q13,BI_POST_Q1,BI_POST_Q2,BI_POST_Q3,BI_POST_Q4,BI_POST_Q5,BI_POST_Q6,BI_POST_Q7,BI_POST_Q8,Hope_POST_slider,Agency_POST_slider
521,4.0,5.0,3.0,4.0,2.0,3.0,3.0,6.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,6.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
522,4.0,3.0,2.0,2.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
523,4.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,7.0,7.0,6.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,7.0,7.0,6.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
524,3.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,7.0,7.0,5.0,3.0,1.0,2.0,5.0,4.0,2.0,4.0,3.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,6.0,7.0,7.0,5.0,3.0,1.0,2.0,5.0,4.0,2.0,4.0,3.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
529,4.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0
535,5.0,4.0,6.0,6.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,4.0,3.0,6.0,6.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
536,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,30.0,15.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,30.0,15.0
537,4.0,3.0,3.0,4.0,2.0,3.0,2.0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,20.0,10.0
543,4.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
544,5.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,40.0,30.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,40.0,30.0
549,3.0,2.0,2.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,6.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,6.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
550,4.0,3.0,2.0,5.0,2.0,3.0,4.0,6.0,5.0,7.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,6.0,5.0,7.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
552,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
560,4.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0
561,5.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0
562,3.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,5.0,7.0,6.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,5.0,7.0,6.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
563,4.0,3.0,3.0,2.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
564,3.0,2.0,2.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0
566,3.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0
569,3.0,2.0,2.0,3.0,2.0,3.0,2.0,6.0,7.0,7.0,6.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,6.0,7.0,7.0,6.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
570,4.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
573,4.0,3.0,3.0,2.0,2.0,2.0,3.0,6.0,6.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,6.0,6.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
576,3.0,4.0,2.0,3.0,2.0,3.0,4.0,6.0,5.0,7.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,6.0,5.0,7.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
579,5.0,4.0,3.0,2.0,2.0,4.0,4.0,6.0,6.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,6.0,6.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
581,5.0,4.0,4.0,4.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0
582,5.0,4.0,3.0,5.0,2.0,3.0,4.0,6.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,6.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
587,5.0,4.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,30.0,20.0
589,5.0,4.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,40.0,25.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,40.0,25.0
591,5.0,4.0,3.0,4.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,20.0,10.0
594,3.0,4.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,7.0,7.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,7.0,7.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
596,4.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,20.0,10.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,20.0,10.0
598,4.0,3.0,2.0,2.0,3.0,2.0,3.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
601,3.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,6.0,7.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,6.0,7.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
604,5.0,5.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
606,3.0,4.0,2.0,2.0,1.0,2.0,1.0,7.0,7.0,7.0,6.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,7.0,7.0,7.0,6.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,5.0
613,5.0,5.0,6.0,7.0,5.0,6.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,5.0,6.0,7.0,5.0,6.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
616,5.0,4.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
619,4.0,3.0,2.0,2.0,3.0,3.0,2.0,6.0,6.0,7.0,6.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,6.0,6.0,7.0,6.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
620,5.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
621,5.0,6.0,4.0,5.0,3.0,4.0,3.0,6.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,6.0,4.0,5.0,3.0,4.0,3.0,6.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
623,5.0,5.0,6.0,6.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
629,4.0,2.0,3.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0
633,5.0,4.0,4.0,5.0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
637,4.0,3.0,2.0,2.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
639,5.0,4.0,4.0,5.0,3.0,5.0,4.0,6.0,6.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,6.0,6.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,30.0,20.0
640,4.0,4.0,3.0,5.0,3.0,4.0,4.0,6.0,5.0,6.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
642,5.0,4.0,4.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
643,4.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,5.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
